sentence,label_name,label_ID,language
"Deport those denied asylum. Now, few people denied asylum are ever deported.
",Crime and Punishment,7.0,en
"Not surprisingly, in 2000, the first year the Regents' English exam became a graduation requisite for every high school senior in the city, the dropout rate for immigrant students went through the roof.",Quality of Life,10.0,en
The former Massachusetts governor has made combating illegal immigration a core theme of his White House run.,Political,13.0,en
"When his pain becomes unbearable, Wu likely will end up in a hospital emergency room, where, according to a new study, more and more legal immigrants are ending up for their primary health care.",Health and Safety,9.0,en
"Attempting to obtain an illegal driver's license could result in charges from identity theft to attempted forgery, but none of those charges would amount to the felonies the suspects face, Bustrum said.",Crime and Punishment,7.0,en
Visas for Foreign Workers,"Legality, Constitutionality, Jurisdiction",5.0,en
"Beneath both community disputes flows the same undercurrent: the continuing struggle to adapt to - and in some cases, fight against - a tide of immigrants who have transformed the two former blue-collar, predominantly white cities into the most ethnically diverse area in Georgia.",Cultural Identity,11.0,en
Real test is turning marchers into voters,Public Sentiment,12.0,en
"The U.S. law was written to address the large flow of illegal immigrants, most of them entering from Mexico.  But critics - including some in Congress - say the measure illustrates how the northern border is often overlooded in the larger illegal immigration debate.","Legality, Constitutionality, Jurisdiction",5.0,en
MAKING THE GRADE,Other,15.0,en
"U.S. employers will soon begin bringing in thousands more low-skilled foreign workers to fill seasonal jobs ranging from ski lift operators to crab pickers.
",Economic,1.0,en
"High court could roil '12 election; Justices to tackle immigration, health care, voting-rights cases","Legality, Constitutionality, Jurisdiction",5.0,en
Keep a U.S. tradition going,Cultural Identity,11.0,en
"They represent illegal immigrants who risk, and sometimes lose, their lives, sprinting through the stream of speeding vehicles to evade a government checkpoint.",Health and Safety,9.0,en
Metro Briefing  New York: Queens: Arrest In Gun Trafficking,Crime and Punishment,7.0,en
employer sanctions,Economic,1.0,en
temporarily banning entry into the United States for citizens of seven Muslim-majority countries and refugees from around the world.,Security and Defense,8.0,en
SUIT FAULTS IMMIGRANT'S TRANSPLANT HEALTH CARE NEW STATE POLICY ON DRUG THERAPY CITED,Health and Safety,9.0,en
"LEADERS, DEMONSTRATORS TOUT GUEST WORKER BILL'S BENEFITS",Public Sentiment,12.0,en
"A Sicklerville man was sentenced to 15 months in prison Thursday for evading taxes by failing to report wages paid to undocumented immigrants who worked at his dry cleaning business, authorities said.
",Crime and Punishment,7.0,en
"Today, U.S. District Court Magistrate A. Simon Chrein in Brooklyn, N.Y., will hear arguments on whether Orleans-Lindsay should be returned to the District to face charges in the slaying of Trooper Edward M. Toatley.","Legality, Constitutionality, Jurisdiction",5.0,en
"Citizens of N.Y., but not U.S.",Cultural Identity,11.0,en
"The turnout at today's rally may provide a barometer of the vitality of the immigrant rights movement, which sent millions to the streets this spring but has generated less public attention in recent months. Local organizers said they expect hundreds of thousands of demonstrators from the East Coast, but protests this week in Phoenix and Chicago drew disappointing crowds.",Public Sentiment,12.0,en
"Coming to America, and becoming American",Cultural Identity,11.0,en
"The sponsor of SB 60, Sen. Gil Cedillo, a Los Angeles Democrat, finally is willing to compromise. But Schwarzenegger must be willing to listen. So far, he has refused.",Political,13.0,en
"Odeh spent a decade in an Israeli prison for the bombings. But she insists she was tortured into confessing to the crimes, and argued that the expert would have testified that the alleged torture shaped the way she viewed the questions.
",Crime and Punishment,7.0,en
Businesses dread an expansion of E-Verify,Economic,1.0,en
IMMIGRATION REFORM,Policy Prescription and Evaluation,6.0,en
BROKEN PROMISES ON IMMIGRATION BREAK THE LAW,Political,13.0,en
Warner: Obama made right call on immigration,Political,13.0,en
Jailed woman asks Costello to help her win release,"Legality, Constitutionality, Jurisdiction",5.0,en
ILLEGAL ALIENS FIND FREEDOM AT IMMIGRATION CENTER,Quality of Life,10.0,en
" It battles against Arizona's immigration law, which recently sustained another legal defeat when a federal appeals court affirmed a lower court ruling that struck down most of it, and copycat versions around the country.","Legality, Constitutionality, Jurisdiction",5.0,en
